iter	Logloss
347	0.3666338854
348	0.3665135126
349	0.3664574544
350	0.3661976821
351	0.3660289443
352	0.3659264465
353	0.3658462863
354	0.365753917
355	0.3656721029
356	0.3655385787
357	0.3654485219
358	0.3652201403
359	0.3650600443
360	0.3649762319
361	0.3648953761
362	0.3648501353
363	0.3647723768
364	0.3646369669
365	0.3645503178
366	0.364459507
367	0.3644109257
368	0.3643963422
369	0.3642908155
370	0.3641370886
371	0.363972583
372	0.3638497101
373	0.3637456553
374	0.3636758162
375	0.3636283326
376	0.3635653975
377	0.3635507293
378	0.363430074
379	0.3633430127
380	0.3631430637
381	0.3630511284
382	0.3629421942
383	0.3628902319
384	0.3628039453
385	0.3626916318
386	0.3626112091
387	0.3624227096
388	0.3623769334
389	0.362287765
390	0.362223785
391	0.3620748381
392	0.3619432666
393	0.3619217699
394	0.361888425
395	0.3617759962
396	0.3616345229
397	0.3614601431
398	0.3613803478
399	0.3612589252
400	0.361149655
401	0.3610594614
402	0.3609391929
403	0.3608382764
404	0.3607417213
405	0.3606650825
406	0.3605980164
407	0.3604944867
408	0.3604011276
409	0.3603271916
410	0.3601671427
411	0.3600577718
412	0.3599194292
413	0.3597925706
414	0.3597318971
415	0.3596291458
416	0.3595397134
417	0.3594750309
418	0.3593944503
419	0.3593375343
420	0.3592737153
421	0.3591515803
422	0.3590459022
423	0.358907897
424	0.3587907821
425	0.3587300097
426	0.3585631916
427	0.358461314
428	0.3583834735
429	0.3583207839
430	0.3582505228
431	0.3582122705
432	0.3581684776
433	0.3580558824
434	0.3579679452
435	0.3578922962
436	0.3578341356
437	0.3577515072
438	0.3576876018
439	0.3575302476
440	0.3574292136
441	0.3573402087
442	0.3572963856
443	0.3571786225
444	0.3569680286
445	0.3568525065
446	0.3568329737
447	0.3567985157
448	0.3567806367
449	0.3566438855
450	0.3565260998
451	0.3564619035
452	0.3563641168
453	0.3561869893
454	0.3561503202
455	0.3561235506
456	0.3560615795
457	0.3558682516
458	0.3558364774
459	0.3557226331
460	0.3556834454
461	0.3555955374
462	0.3555095374
463	0.3554906464
464	0.3554094262
465	0.3553898125
466	0.3553581594
467	0.3552910647
468	0.3551544806
469	0.3550604541
470	0.3549100664
471	0.3548774869
472	0.3547497882
473	0.3546349807
474	0.3545159379
475	0.354401326
476	0.3543331241
477	0.3543086692
478	0.3541493945
479	0.3541239218
480	0.3539521228
481	0.3538329048
482	0.3536296453
483	0.353457233
484	0.3533862991
485	0.3533315452
486	0.3532169067
487	0.3531752275
488	0.3531187712
489	0.3530867773
490	0.3529355909
491	0.3529096706
492	0.352888276
493	0.3528426591
494	0.3527314194
495	0.3527051268
496	0.3526278137
497	0.3525269058
498	0.3524066171
499	0.352379137
500	0.3523196296
501	0.3521783878
502	0.352134387
503	0.3520346577
504	0.3520097975
505	0.3518686438
506	0.3517485461
507	0.3516531653
508	0.3514945788
509	0.35137302
510	0.351316716
511	0.3511197161
512	0.3510844013
513	0.3509732169
514	0.3508909255
515	0.3507609546
516	0.3506679705
517	0.3505968485
518	0.3503952494
519	0.3502745433
520	0.35008658
521	0.349976869
522	0.3498849756
523	0.3498231595
524	0.3497831821
525	0.3497310144
526	0.3496963558
527	0.3496459036
528	0.3495597714
529	0.3493760919
530	0.349275726
531	0.3491808111
532	0.3490940022
533	0.3489834186
534	0.3488180365
535	0.3486319363
536	0.3485449208
537	0.3484241798
538	0.3483762997
539	0.3483358805
540	0.3481626067
541	0.3480834918
542	0.3480310222
543	0.3479615037
544	0.347924313
545	0.3477843995
546	0.3476627367
547	0.3476274312
548	0.3475357949
549	0.3474816145
550	0.3473755728
551	0.3472657731
552	0.3472163151
553	0.3472019442
554	0.3471134779
555	0.3469876019
556	0.3468789936
557	0.3468431787
558	0.3467004579
559	0.3466663223
560	0.3465998464
561	0.346581893
562	0.346509781
563	0.3464241262
564	0.3463977164
565	0.34627805
566	0.3462416241
567	0.3461721497
568	0.3460819469
569	0.3459472214
570	0.3458720808
571	0.3458293978
572	0.3456828553
573	0.3456336167
574	0.3455196347
575	0.3454480971
576	0.3452936242
577	0.3452256685
578	0.3451526328
579	0.3451313303
580	0.3451022338
581	0.3450552221
582	0.3449477521
583	0.3448700283
584	0.3447743357
585	0.3446513612
586	0.3445218295
587	0.3443448113
588	0.3441545504
589	0.3440686531
590	0.3440207999
591	0.3439745654
592	0.3438905435
593	0.3437305824
594	0.343671862
595	0.3435772383
596	0.343499679
597	0.3434609772
598	0.343410151
599	0.3432892059
600	0.3431428925
601	0.3430154004
602	0.3429078589
603	0.3428047219
604	0.3426760628
605	0.3425979385
606	0.3424780359
607	0.3424639098
608	0.3422590438
609	0.3422102565
610	0.3421672741
611	0.3420493502
612	0.3419798704
613	0.3418692858
614	0.3417830695
615	0.3416377645
616	0.3415922793
617	0.3415299683
618	0.341449293
619	0.3414269162
620	0.3413670391
621	0.3413607453
622	0.3411736744
623	0.3410803801
624	0.3409635379
625	0.3408033477
626	0.3406850509
627	0.3406010221
628	0.3405293655
629	0.3404578091
630	0.340357007
631	0.3401646719
632	0.3401352603
633	0.340038554
634	0.339942807
635	0.3399224607
636	0.3398650673
637	0.3396881428
638	0.3396273821
639	0.3396126352
640	0.3395127668
641	0.339340989
642	0.3392276467
643	0.3391428593
644	0.3390690772
645	0.3389116653
646	0.3388642046
647	0.3388457471
648	0.3387509894
649	0.338642144
650	0.3385482971
651	0.3385245063
652	0.3384937539
653	0.3384757706
654	0.3384351803
655	0.3383656598
656	0.3382513305
657	0.3381717386
658	0.337999758
659	0.3379226804
660	0.3377368459
661	0.3376659901
662	0.3376204077
663	0.337607254
664	0.3375515056
665	0.3375295588
666	0.3374896042
667	0.3373643148
668	0.3372961242
669	0.3372107152
670	0.3370775848
671	0.3369872008
672	0.3369254417
673	0.3368180319
674	0.3368023192
675	0.3366896151
676	0.3365944077
677	0.3364809571
678	0.3364230516
679	0.3362619848
680	0.3362053672
681	0.3361535845
682	0.3360832411
683	0.3359991163
684	0.3359160233
685	0.3357753074
686	0.335674055
687	0.3355555215
688	0.3354786849
689	0.3353867547
690	0.3353048288
691	0.335235428
692	0.3351791914
693	0.3351168705
694	0.335044843
695	0.335002401
696	0.3349423512
697	0.3347805722
698	0.3346968237
699	0.3346176
700	0.334509045
701	0.3344784493
702	0.3343734705
703	0.3343194264
704	0.334181706
705	0.3341401641
706	0.333994649
707	0.3338543905
708	0.3337250955
709	0.3336309878
710	0.3335252349
711	0.3334331997
712	0.3334154187
713	0.3333194509
714	0.3331541123
715	0.3331073373
716	0.3330881916
717	0.3329864317
718	0.3329257006
719	0.3328722103
720	0.3328566762
721	0.3327716386
722	0.3326619601
723	0.3326297922
724	0.3324852415
725	0.3324296091
726	0.3324200609
727	0.332326824
728	0.3322970552
729	0.3321743098
730	0.3320771191
731	0.3320217646
732	0.3319455243
733	0.331915077
734	0.3317815286
735	0.3316984916
736	0.3316801286
737	0.3316106388
738	0.3314729672
739	0.3314578417
740	0.3312610834
741	0.33115286
742	0.3310411281
743	0.3308757929
744	0.330799514
745	0.3306698628
746	0.3304983148
747	0.330445222
748	0.3303978986
749	0.3303513735
750	0.3301967284
751	0.3300690017
752	0.3299781799
753	0.3299418596
754	0.3298265703
755	0.3297659564
756	0.3296577875
757	0.3295648985
758	0.3295434055
759	0.3294449482
760	0.3294052653
761	0.3293467686
762	0.3291618968
763	0.3291195472
764	0.3289516428
765	0.3289299117
766	0.3288785629
767	0.3287748864
768	0.3287582543
769	0.3286278431
770	0.3285959782
771	0.3284477924
772	0.3283571231
773	0.3282161232
774	0.3281995167
775	0.3281335069
776	0.3280669378
777	0.3279349609
778	0.3278159495
779	0.3277787183
780	0.327667042
781	0.3275969281
782	0.3275778606
783	0.3275081555
784	0.3273664318
785	0.3272934476
786	0.3272481948
787	0.3271170264
788	0.3270226209
789	0.3269157033
790	0.3269000742
791	0.3268741124
792	0.3268147425
793	0.3267692267
794	0.3266389416
795	0.3265434094
796	0.3265301173
797	0.3264334725
798	0.3263276293
799	0.3262015818
800	0.3261177652
801	0.3260417536
802	0.3260018934
803	0.3259396201
804	0.3259008601
805	0.325751123
806	0.3256912469
807	0.3256542118
808	0.3255923854
809	0.3255760335
810	0.3255374911
811	0.325492361
812	0.325444697
813	0.3254221243
814	0.3253666114
815	0.3252497765
816	0.3251831622
817	0.3250757304
818	0.3250155532
819	0.3248517878
820	0.3247174746
821	0.3246527226
822	0.3245576734
823	0.3245268766
824	0.3244106368
825	0.3242918297
826	0.3241812942
827	0.3241102107
828	0.3240259621
829	0.3239474185
830	0.3238904533
